Total Length of Fwd Packets,Bwd Packet Length Max,Bwd Packet Length Std,Flow Bytes/s,Label
411.0,0.0,0.0,1781,0
411.0,0.0,0.0,81405,0
506.0,519.0,259.5,33070,0
932.0,0.0,0.0,32742,0
411.0,930.0,465.0,41371,0
411.0,929.0,464.5,41373,0
411.0,928.0,464.0,41325,0
661.0,510.0,253.01580980000003,32569,0
432.0,1460.0,660.1990609000002,42486,0
438.0,859.0,429.5,35722,0
591.0,1460.0,686.5361815,50748,0
341.0,1689.0,845.0313604,40438,0
341.0,1689.0,844.4855239,40394,0
264.0,6.0,0.0,16304,0
6.0,258.0,178.1909089,6674,0
656.0,407.0,203.5,29454,0
409.0,0.0,0.0,73090,0
409.0,917.0,458.5,35035,0
409.0,931.0,465.5,35444,0
409.0,938.0,469.0,35133,0
409.0,923.0,461.5,34859,0
409.0,0.0,0.0,73520,0
658.0,407.0,203.5,19537,0
963.0,1476.0,738.0,31343,0
375.0,1460.0,681.6587612000002,72132,0
12.0,0.0,0.0,25824,0
614.0,1400.0,665.1549193,62698,0
614.0,1400.0,665.1549193,62697,0
12.0,2.0,0.0,25950,0
381.0,2005.0,852.6930866,70361,0
387.0,1460.0,635.4142631,69968,0
387.0,1460.0,635.4142631,69965,0
2275.0,4344.0,763.3001966,79478,0
1822.0,4344.0,795.8188868,2623,0
1860.0,4344.0,837.6225897999999,9477,0
1336.0,4344.0,900.4611017999998,23254,0
2218.0,2896.0,952.9804549,74083,0
1376.0,3808.0,976.1092972,16163,0
826.0,1625.0,711.3563022999998,68165,0
2167.0,1689.0,688.7031819,76176,0
2168.0,1689.0,717.4772857,71805,0
3938.0,1689.0,659.1316937999999,6117,0
1515.0,1460.0,574.170358,45144,0
1109.0,1520.0,760.0,21527,0
339.0,432.0,159.7108995,43344,0
43951.0,1068.0,362.7405329,42502,1
893.0,1418.0,579.5335562999999,1135,0
385.0,527.0,175.66666669999995,14310,0
757.0,1418.0,554.5459681,77992,0
435.0,746.0,248.6666667,24161,0
92.0,109.0,50.20458146,27014,0
102.0,215.0,69.29646456,61187,0
76.0,106.0,0.0,78826,0
126.0,218.0,76.73982017,61330,0
68.0,91.0,0.0,3863,0
64.0,90.0,0.0,12811,0
64.0,90.0,0.0,16206,0
92.0,62.0,0.0,11156,0
80.0,56.0,0.0,9137,0
68.0,91.0,0.0,37571,0
94.0,106.0,0.0,58942,0
92.0,131.0,0.0,69716,0
64.0,90.0,0.0,75202,0
64.0,90.0,0.0,15658,0
92.0,62.0,0.0,10922,0
68.0,91.0,0.0,37481,0
70.0,96.0,0.0,5291,0
70.0,63.0,0.0,52253,0
94.0,128.0,0.0,15736,0
84.0,170.0,0.0,21229,0
106.0,101.0,0.0,17744,0
92.0,62.0,0.0,64005,0
70.0,99.0,0.0,78936,0
84.0,170.0,0.0,36964,0
62.0,89.0,0.0,6808,0
84.0,139.0,0.0,40601,0
64.0,90.0,0.0,12037,0
848.0,4380.0,1217.435235,3487,0
74.0,89.0,0.0,38893,0
72.0,92.0,0.0,73508,0
64.0,81.0,0.0,8032,0
90.0,61.0,0.0,8983,0
62.0,89.0,0.0,73023,0
76.0,121.0,0.0,6135,0
78.0,141.0,0.0,12715,0
1029.0,2920.0,655.6826214,75127,0
1639.0,2920.0,586.6285604,12659,0
74.0,77.0,0.0,68880,0
4178.0,1448.0,699.860338,35602,0
70.0,51.0,0.0,62213,0
70.0,163.0,0.0,21470,0
2175.0,1400.0,461.1926568,80489,0
68.0,72.0,0.0,17535,0
72.0,80.0,0.0,70077,0
62.0,89.0,0.0,10649,0
94.0,63.0,0.0,63832,0
64.0,90.0,0.0,37339,0
204.0,135.0,20.20725942,5982,0
355.0,479.0,201.6565838,24145,0
92.0,62.0,0.0,5584,0
92.0,62.0,0.0,11759,0
3383.0,2782.0,990.1085799,24344,0
74.0,77.0,0.0,70837,0
90.0,111.0,0.0,20915,0
68.0,57.0,0.0,49815,0
84.0,137.0,0.0,14589,0
76.0,188.0,0.0,69309,0
84.0,129.0,0.0,73524,0
84.0,96.0,0.0,4175,0
76.0,77.0,0.0,80977,0
62.0,89.0,0.0,12652,0
78.0,76.0,0.0,80214,0
60.0,224.0,0.0,12641,0
84.0,96.0,0.0,10023,0
1247.0,1667.0,731.9917228999999,28360,0
92.0,62.0,0.0,13583,0
60.0,111.0,0.0,16317,0
106.0,119.0,0.0,21918,0
70.0,51.0,0.0,71381,0
76.0,54.0,0.0,77269,0
1173.0,1460.0,606.7599902000002,5308,0
68.0,345.0,0.0,38851,0
64.0,48.0,0.0,65798,0
68.0,140.0,0.0,23801,0
409.0,914.0,457.0,40883,0
409.0,927.0,463.5,41258,0
409.0,935.0,467.5,40489,0
409.0,926.0,463.0,40315,0
664.0,681.0,340.5,40557,0
537.0,921.0,460.5,42909,0
903.0,2920.0,970.9622075,1805,0
550.0,1460.0,610.9846561,25496,0
810.0,1998.0,718.9293351,31842,0
832.0,1460.0,656.0405296,64567,0
12.0,6.0,0.0,4209,0
569.0,421.0,210.5,33029,0
551.0,0.0,0.0,13507,0
421.0,0.0,0.0,32691,0
541.0,421.0,210.5,32403,0
561.0,421.0,210.5,32786,0
551.0,421.0,210.5,31734,0
541.0,421.0,210.5,31552,0
539.0,421.0,210.5,32147,0
570.0,421.0,210.5,33031,0
570.0,421.0,210.5,32227,0
569.0,421.0,210.5,32204,0
569.0,421.0,210.5,32233,0
670.0,421.0,210.5,34696,0
378.0,1460.0,641.3711614,63960,0
374.0,1418.0,656.9043817,66323,0
1028.0,1418.0,583.6360826,1961,0
1192.0,1418.0,609.2409422000002,3972,0
1168.0,1418.0,593.7953545,1586,0
756.0,2689.0,884.3854554999998,25163,0
90.0,98.0,0.0,45483,0
68.0,201.0,0.0,35791,0
88.0,121.0,0.0,43547,0
64.0,60.0,0.0,23727,0
76.0,117.0,0.0,7215,0
62.0,59.0,0.0,23167,0
1956.0,4380.0,888.2851216,48210,0
106.0,193.0,0.0,16214,0
106.0,133.0,0.0,21903,0
64.0,48.0,0.0,65062,0
62.0,47.0,0.0,64462,0
62.0,47.0,0.0,70523,0
64.0,48.0,0.0,71675,0
134.0,83.0,0.0,16488,0
595.0,2323.0,825.2170954,78901,0
88.0,76.0,0.0,11871,0
563.0,3458.0,1137.358123,65357,0
66.0,102.0,0.0,52018,0
90.0,86.0,0.0,43260,0
90.0,86.0,0.0,43184,0
910.0,3722.0,1143.777838,63354,0
670.0,421.0,210.5,35505,0
675.0,421.0,210.5,34759,0
677.0,421.0,210.5,34870,0
669.0,421.0,210.5,35471,0
672.0,421.0,210.5,34679,0
678.0,421.0,210.5,34829,0
673.0,0.0,0.0,20285,0
676.0,421.0,210.5,35613,0
673.0,421.0,210.5,35489,0
668.0,421.0,210.5,34574,0
421.0,0.0,0.0,22098,0
104.0,84.0,14.14213562,38215,0
91.0,111.0,7.071067812000001,46791,0
62.0,47.0,0.0,885,0
90.0,73.0,0.0,13512,0
70.0,94.0,0.0,47563,0
64.0,160.0,0.0,36077,0
64.0,160.0,0.0,23179,0
76.0,89.0,0.0,73511,0
56.0,112.0,0.0,52135,0
64.0,116.0,0.0,79381,0
98.0,77.0,0.0,21661,0
76.0,89.0,0.0,12324,0
78.0,100.0,0.0,76858,0
78.0,55.0,0.0,6429,0
62.0,47.0,0.0,39700,0
74.0,98.0,0.0,4239,0
68.0,79.0,0.0,11113,0
90.0,61.0,0.0,14721,0
62.0,92.0,0.0,39465,0
88.0,60.0,0.0,6929,0
2340.0,213.0,101.0738496,53706,0
74.0,53.0,0.0,59886,0
88.0,72.0,0.0,70260,0
98.0,65.0,0.0,10971,0
56.0,156.0,0.0,78919,0
350.0,4380.0,1222.467029,29301,0
74.0,53.0,0.0,6433,0
72.0,97.0,0.0,57642,0
72.0,123.0,0.0,21490,0
72.0,164.0,0.0,5056,0
56.0,156.0,0.0,19340,0
72.0,52.0,0.0,43675,0
72.0,52.0,0.0,2195,0
142.0,164.0,43.30127019,79112,0
12.0,6.0,0.0,43493,0
108.0,27.0,0.0,8277,0
108.0,27.0,0.0,8276,0
2622.0,976.0,317.15635469999995,64083,0
7254.0,72.0,0.0,73254,0
7254.0,316.0,0.0,9351,0
2686.0,976.0,324.0548347,64432,0
6.0,6.0,0.0,28341,0
745.0,517.0,181.9079438,7938,0
3888.0,251.0,129.6158427,55254,0
120.0,81.0,0.0,41577,0
60.0,46.0,0.0,21045,0
60.0,46.0,0.0,57342,0
60.0,46.0,0.0,67474,0
6.0,6.0,0.0,25405,0
135.0,46.0,0.0,50175,0
6.0,6.0,0.0,75048,0
720.0,584.0,191.7392616,3107,0
720.0,584.0,191.7392616,3444,0
1362.0,1418.0,408.5082796,37592,0
94.0,121.0,23.33452378,46504,0
88.0,60.0,0.0,66044,0
64.0,102.0,0.0,75587,0
64.0,98.0,0.0,75623,0
108.0,27.0,0.0,11367,0
88.0,60.0,0.0,67973,0
108.0,27.0,0.0,11368,0
88.0,112.0,0.0,80695,0
135.0,46.0,0.0,50165,0
96.0,48.0,0.0,26928,0
96.0,48.0,0.0,26748,0
1077.0,1448.0,530.0062153,54735,0
96.0,48.0,0.0,26895,0
96.0,48.0,0.0,26433,0
96.0,219.0,0.0,45248,0
96.0,219.0,0.0,45259,0
96.0,203.0,0.0,33175,0
103.0,136.0,24.04163056,54231,0
72.0,164.0,0.0,23412,0
72.0,164.0,0.0,20278,0
96.0,48.0,0.0,26791,0
96.0,48.0,0.0,26731,0
96.0,48.0,0.0,26221,0
12.0,6.0,0.0,69206,0
96.0,48.0,0.0,9404,0
108.0,27.0,0.0,16727,0
108.0,27.0,0.0,8280,0
96.0,48.0,0.0,26687,0
53.0,53.0,0.0,54409,0
70.0,51.0,0.0,62529,0
70.0,104.0,0.0,74043,0
96.0,48.0,0.0,26727,0
528.0,779.0,347.0507168000001,8718,0
528.0,779.0,347.0507168000001,8715,0
383.0,370.0,185.0,70648,1
108.0,27.0,0.0,16729,0
108.0,27.0,0.0,16728,0
96.0,48.0,0.0,26909,0
204.0,95.0,0.0,29191,0
43906.0,1068.0,362.4843882,41677,1
96.0,48.0,0.0,26340,0
72.0,164.0,0.0,21238,0
72.0,164.0,0.0,3000,0
129.0,41.0,0.0,44155,0
96.0,48.0,0.0,26187,0
1286.0,2896.0,967.3818849,28519,0
92.0,152.0,1.4142135619999998,551,0
76.0,181.0,0.0,6162,0
76.0,139.0,0.0,41609,0
60.0,118.0,0.0,32045,0
60.0,118.0,0.0,30755,0
60.0,160.0,0.0,49204,0
3013.0,2848.0,827.9955213,13057,0
3012.0,2896.0,701.9051228999998,10216,0
3012.0,2314.0,664.3379411000002,9666,0
3012.0,1983.0,655.0580076,8498,0
3012.0,1819.0,619.5895825,10088,0
2669.0,2896.0,768.4414197000001,8657,0
76.0,139.0,0.0,56911,0
804.0,517.0,193.0944748,9519,0
2593.0,242.0,109.4486181,35301,0
120.0,46.0,0.0,65769,0
54.0,27.0,0.0,38362,0
54.0,27.0,0.0,38361,0
18.0,6.0,0.0,41300,0
96.0,48.0,0.0,11227,0
192.0,48.0,0.0,54510,0
54.0,27.0,0.0,77384,0
54.0,27.0,0.0,77385,0
1295.0,1448.0,569.9183195,64102,0
96.0,48.0,0.0,27041,0
703.0,1448.0,569.9183195,56900,0
96.0,48.0,0.0,27099,0
96.0,48.0,0.0,27050,0
96.0,48.0,0.0,26196,0
96.0,48.0,0.0,26379,0
108.0,27.0,0.0,8367,0
108.0,27.0,0.0,8366,0
1559.0,779.0,425.0379983,28230,0
1559.0,779.0,425.0379983,28229,0
6.0,85.0,55.86143571,46126,0
2066.0,1460.0,634.4275119,37276,0
85.0,261.0,0.0,3778,0
2335.0,1460.0,568.8479195,31504,0
85.0,261.0,0.0,44672,0
688.0,216.0,106.3196438,30790,0
2967.0,4344.0,842.7132866000002,33242,0
2683.0,418.0,174.5997851,7733,0
11478.0,4344.0,896.9962472999998,41500,0
89.0,162.0,47.37615434,8311,0
70.0,51.0,0.0,58172,0
74.0,133.0,0.0,13573,0
74.0,205.0,0.0,16517,0
70.0,51.0,0.0,66833,0
78.0,103.0,0.0,73957,0
78.0,151.0,0.0,70572,0
70.0,63.0,0.0,59923,0
70.0,99.0,0.0,73818,0
1741.0,213.0,81.34119317,27355,0
97.0,101.0,4.242640687,14260,0
88.0,114.0,53.74011537,67051,0
192.0,48.0,0.0,54574,0
108.0,27.0,0.0,20696,0
108.0,27.0,0.0,20697,0
6.0,6.0,4.242640687,48147,0
1337.0,367.0,97.9745706,14224,0
76.0,148.0,0.0,51977,0
12.0,6.0,0.0,19843,0
164.0,114.0,0.0,29171,0
31.0,6.0,0.0,19360,0
31.0,6.0,0.0,17439,0
1024.0,1566.0,675.6220030000002,28478,0
2986.0,2910.0,897.6077893999999,71616,0
66.0,158.0,0.0,62552,0
2986.0,2910.0,897.6077893999999,71617,0
602.0,364.0,182.0,9907,1
7978.0,420.0,138.0916553,2613,0
43951.0,1068.0,362.7189993,42393,1
5370.0,2896.0,896.1841426000002,60954,0
84.0,92.0,0.0,74852,0
84.0,58.0,0.0,63513,0
543.0,1448.0,709.5914317,17308,0
543.0,1448.0,709.5914317,17103,0
543.0,1448.0,709.5914317,17089,0
543.0,1448.0,709.5914317,15049,0
543.0,1448.0,709.5914317,16201,0
543.0,1448.0,709.5914317,16184,0
543.0,1448.0,709.5914317,16175,0
363.0,1448.0,654.215438,65671,0
1298.0,1481.0,538.1325343,64254,0
1287.0,1448.0,437.9529813,51025,0
627.0,1448.0,578.6754145,55420,0
627.0,1448.0,578.6754145,55424,0
106.0,99.0,17.67766953,18839,0
94.0,97.0,0.0,76057,0
98.0,65.0,0.0,17113,0
72.0,57.0,0.0,23115,0
98.0,117.0,0.0,18527,0
94.0,63.0,0.0,54806,0
72.0,73.0,0.0,5919,0
145.0,6.0,0.0,69413,0
145.0,6.0,0.0,31526,0
145.0,6.0,0.0,18051,0
145.0,6.0,0.0,64221,0
145.0,6.0,0.0,39833,0
145.0,6.0,0.0,2723,0
2592.0,1963.0,822.5435723999999,12105,0
813.0,1448.0,510.0131233,55418,0
737.0,1448.0,510.9167142,55384,0
1728.0,1963.0,714.3627184999998,72128,0
1161.0,858.0,252.9082838,31182,0
2062.0,1418.0,638.1798697,11787,0
1381.0,2836.0,476.6168119,9667,0
2008.0,1418.0,404.3052111,65338,0
97.0,137.0,41.71930009,32835,0
116.0,117.0,2.121320344,45815,0
60.0,132.0,0.0,57006,0
76.0,90.0,0.0,79481,0
60.0,200.0,0.0,69937,0
68.0,140.0,0.0,3557,0
96.0,74.0,0.0,71715,0
94.0,103.0,0.0,79458,0
86.0,99.0,0.0,10249,0
86.0,114.0,0.0,1919,0
24.0,6.0,0.0,37193,0
72.0,110.0,0.0,38686,0
86.0,99.0,0.0,9799,0
96.0,90.0,0.0,14568,0
76.0,102.0,0.0,9932,0
94.0,115.0,0.0,81528,0
96.0,90.0,0.0,13890,0
12.0,6.0,0.0,76104,0
72.0,126.0,0.0,41633,0
86.0,102.0,0.0,6987,0
86.0,111.0,0.0,21186,0
68.0,138.0,0.0,2996,0
24.0,6.0,0.0,38358,0
567.0,2896.0,1247.2203880000004,47310,0
528.0,1448.0,725.6998002,8798,0
365.0,6.0,0.0,48992,0
745.0,517.0,181.9079438,7765,0
357.0,1448.0,685.6000847,79892,0
456.0,2461.0,958.8280048,10700,0
387.0,1470.0,739.6122536,5115,0
358.0,1448.0,695.1164213999998,70019,0
358.0,1448.0,653.8872772999998,78795,0
1942.0,307.0,101.9395246,44001,0
686.0,172.0,77.75517132,47107,0
1272.0,344.0,153.3474114,78837,0
3934.0,1448.0,575.8858352000002,17230,0
3932.0,1448.0,575.8858352000002,17229,0
3944.0,1448.0,575.8858352000002,17404,0
1153.0,1448.0,462.9713971,55988,0
1715.0,1448.0,547.8349638999998,70655,0
113.0,107.0,27.57716447,21675,0
887.0,1448.0,562.0685012,51732,0
620.0,1448.0,642.6213943,58044,0
3095.0,1418.0,387.0605872,67231,0
94.0,222.0,47.37615434,47225,0
76.0,98.0,0.0,75986,0
84.0,102.0,0.0,22111,0
60.0,144.0,0.0,44370,0
64.0,92.0,0.0,72146,0
567.0,1448.0,687.173672,47582,0
84.0,83.0,0.0,34582,0
60.0,90.0,0.0,44732,0
72.0,123.0,0.0,2619,0
567.0,1448.0,687.173672,41109,0
70.0,77.0,0.0,42754,0
60.0,160.0,0.0,48502,0
82.0,75.0,0.0,7067,0
90.0,98.0,0.0,12697,0
84.0,211.0,0.0,39340,0
1192.0,1448.0,624.4835278,9894,0
72.0,164.0,0.0,17903,0
70.0,87.0,0.0,81444,0
567.0,2896.0,1004.084962,40544,0
84.0,114.0,0.0,10092,0
84.0,142.0,0.0,7753,0
82.0,107.0,0.0,21796,0
70.0,51.0,0.0,58910,0
84.0,126.0,0.0,3589,0
84.0,92.0,0.0,59873,0
70.0,93.0,0.0,48940,0
60.0,122.0,0.0,53878,0
90.0,86.0,0.0,11226,0
70.0,89.0,0.0,5719,0
84.0,102.0,0.0,17305,0
84.0,58.0,0.0,17939,0
64.0,64.0,0.0,62860,0
70.0,99.0,0.0,80581,0
872.0,2896.0,815.9193433999999,9661,0
76.0,86.0,0.0,72787,0
437.0,700.0,350.0,23944,0
438.0,860.0,430.0,29549,0
437.0,859.0,429.5,29437,0
438.0,860.0,430.0,79058,0
437.0,700.0,350.0,23703,0
429.0,2267.0,1133.5,51508,0
429.0,1448.0,659.4708485,51390,0
429.0,2267.0,1133.5,38744,0
429.0,2267.0,1133.5,38739,0
437.0,859.0,384.1564785,80219,0
796.0,2930.0,1021.261529,21431,0
2814.0,1448.0,513.9245252000002,34794,0
6257.0,2648.0,851.0077662,37578,0
357.0,1448.0,685.6000847,80324,0
805.0,2920.0,921.0668024,30905,0
915.0,1501.0,690.3171373,7444,0
592.0,1448.0,777.5326788,73966,0
374.0,1501.0,764.8002136,75146,0
382.0,1529.0,802.4552324,73891,0
981.0,1529.0,711.1252429,59483,0
446.0,979.0,261.6487558,8227,0
432.0,1768.0,472.5178757000001,24067,0
435.0,746.0,199.3768865,450,0
925.0,1448.0,521.5989643,57981,0
446.0,979.0,261.6487558,8226,0
446.0,979.0,261.6487558,8225,0
3349.0,2896.0,755.5728705,71151,0
892.0,979.0,344.476594,32277,0
1760.0,1418.0,444.8168055,68378,0
1113.0,2796.0,757.9108668,44622,0
1845.0,1418.0,466.1514093,62074,0
1294.0,1398.0,457.6140247,53648,0
1070.0,2836.0,755.2817282000002,56047,0
95.0,142.0,54.44722215,38043,0
88.0,172.0,0.0,14073,0
82.0,127.0,0.0,3992,0
66.0,122.0,0.0,53960,0
82.0,91.0,0.0,3018,0
74.0,77.0,0.0,69264,0
60.0,132.0,0.0,41367,0
60.0,90.0,0.0,70880,0
60.0,200.0,0.0,43889,0
82.0,127.0,0.0,17815,0
68.0,79.0,0.0,70844,0
76.0,82.0,0.0,23971,0
68.0,91.0,0.0,72905,0
62.0,59.0,0.0,62817,0
76.0,54.0,0.0,60506,0
68.0,91.0,0.0,72185,0
76.0,54.0,0.0,60811,0
62.0,47.0,0.0,65059,0
68.0,79.0,0.0,68697,0
60.0,46.0,0.0,53259,0
68.0,138.0,0.0,14167,0
3296.0,1448.0,590.397882,23757,0
74.0,89.0,0.0,73059,0
64.0,48.0,0.0,73155,0
70.0,51.0,0.0,58420,0
56.0,88.0,0.0,69519,0
64.0,60.0,0.0,81161,0
56.0,60.0,0.0,59165,0
88.0,125.0,0.0,12667,0
76.0,82.0,0.0,16819,0
70.0,63.0,0.0,77332,0
66.0,250.0,0.0,42809,0
429.0,2267.0,1133.5,41088,0
429.0,2267.0,1133.5,40694,0
429.0,2267.0,1133.5,40877,0
428.0,1448.0,659.3323896,37454,0
428.0,2266.0,1133.0,49045,0
1125.0,1460.0,676.4863142,19967,0
936.0,1448.0,652.8719543999998,55465,0
275.0,145.0,62.83072497,16059,0
275.0,145.0,62.83072497,16058,0
352.0,1448.0,696.3625561000001,2324,0
352.0,1448.0,696.3625561000001,2285,0
589.0,1448.0,777.5326788,78621,0
350.0,1658.0,844.8282666000001,64199,0
352.0,2896.0,1124.235325,4439,0
629.0,1460.0,765.0058512,77092,0
349.0,1635.0,837.87511,60795,0
2603.0,1713.0,732.7108532000002,74035,0
699.0,1448.0,662.1375948,59634,0
4918.0,2802.0,935.424016,16195,0
7180.0,2809.0,897.9116617999998,21707,0
1179.0,1612.0,678.0734472999999,68284,0
754.0,1745.0,743.8212991,57940,0
1805.0,1448.0,659.6752782000002,57101,0
441.0,795.0,324.5573909,48774,0
842.0,1460.0,644.7924402000001,25161,0
975.0,1460.0,585.3930239,16052,0
491.0,1460.0,503.892956,58768,0
441.0,795.0,265.0,28803,0
700.0,1448.0,601.1190343,2774,0
699.0,1448.0,601.1708402,3173,0
2091.0,2248.0,797.3732758,9054,0
2933.0,2896.0,864.0293181,27447,0
701.0,2648.0,816.3131077,1974,0
845.0,4096.0,1175.691863,2814,0
697.0,1448.0,586.0285782000002,1616,0
698.0,1448.0,571.516976,78417,0
804.0,1635.0,600.3520937000002,69628,0
748.0,1448.0,607.1926075,1228,0
833.0,1519.0,541.2806345,68356,0
1218.0,1713.0,598.1976592999998,75065,0
956.0,1336.0,407.5988579,41777,0
1748.0,796.0,348.0409036000001,48738,0
1085.0,1460.0,455.8176895,47189,0
2771.0,1540.0,605.0833782999998,74132,0
84.0,191.0,94.0452019,38350,0
842.0,1448.0,560.8202326,49507,0
1367.0,1418.0,429.3435339,63749,0
175.0,223.0,10.60660172,41053,0
105.0,117.0,36.76955262,4698,0
110.0,151.0,20.50609665,55610,0
117.0,98.0,21.92031022,28804,0
102.0,95.0,19.79898987,73073,0
103.0,195.0,78.48885271,16681,0
58.0,45.0,0.0,52700,0
98.0,159.0,56.56854249,36348,0
78.0,90.0,0.0,47829,0
95.0,151.0,29.69848481,18832,0
96.0,121.0,26.1629509,36303,0
108.0,180.0,67.88225099,41019,0
82.0,106.0,0.0,79042,0
68.0,242.0,0.0,21195,0
60.0,84.0,0.0,74032,0
66.0,110.0,0.0,78533,0
76.0,87.0,0.0,35191,0
76.0,61.0,0.0,24510,0
76.0,237.0,0.0,75711,0
62.0,52.0,0.0,52721,0
62.0,47.0,0.0,55070,0
64.0,124.0,0.0,15299,0
80.0,103.0,0.0,76056,0
72.0,143.0,0.0,60365,0
90.0,192.0,0.0,45340,0
66.0,90.0,0.0,72252,0
62.0,84.0,0.0,43839,0
60.0,68.0,0.0,2323,0
64.0,60.0,0.0,37511,0
64.0,94.0,0.0,885,0
66.0,98.0,0.0,5369,0
62.0,114.0,0.0,77336,0
62.0,98.0,0.0,23158,0
66.0,69.0,0.0,39707,0
68.0,190.0,0.0,15320,0
76.0,103.0,0.0,39346,0
78.0,141.0,0.0,17466,0
84.0,141.0,0.0,7323,0
66.0,200.0,0.0,70496,0
62.0,180.0,0.0,10017,0
64.0,48.0,0.0,73960,0
66.0,140.0,0.0,59204,0
70.0,83.0,0.0,3864,0
68.0,211.0,0.0,24958,0
66.0,49.0,0.0,78710,0
62.0,47.0,0.0,55134,0
72.0,132.0,0.0,36117,0
70.0,95.0,0.0,49332,0
66.0,49.0,0.0,57042,0
66.0,165.0,0.0,62790,0
82.0,57.0,0.0,24968,0
72.0,111.0,0.0,52512,0
72.0,102.0,0.0,50101,0
58.0,97.0,0.0,72840,0
68.0,148.0,0.0,7040,0
72.0,181.0,0.0,52588,0
82.0,76.0,0.0,7987,0
62.0,112.0,0.0,3683,0
62.0,138.0,0.0,2057,0
66.0,85.0,0.0,62239,0
64.0,156.0,0.0,62557,0
80.0,87.0,0.0,71106,0
66.0,117.0,0.0,80694,0
60.0,224.0,0.0,24575,0
68.0,98.0,0.0,47693,0
70.0,79.0,0.0,24686,0
78.0,98.0,0.0,73788,0
84.0,125.0,0.0,1767,0
70.0,51.0,0.0,57921,0
76.0,333.0,0.0,6958,0
62.0,104.0,0.0,23200,0
66.0,111.0,0.0,75333,0
72.0,230.0,0.0,75574,0
66.0,74.0,0.0,65461,0
60.0,48.0,0.0,53914,0
80.0,198.0,0.0,71452,0
60.0,207.0,0.0,18381,0
82.0,88.0,0.0,74312,0
90.0,128.0,0.0,43959,0
78.0,76.0,0.0,70457,0
62.0,212.0,0.0,72002,0
3373.0,1509.0,714.0361047,42233,0
66.0,225.0,0.0,17922,0
62.0,120.0,0.0,53303,0
66.0,187.0,0.0,13907,0
68.0,114.0,0.0,78311,0
70.0,79.0,0.0,43852,0
68.0,139.0,0.0,17554,0
70.0,132.0,0.0,8508,0
80.0,70.0,0.0,42964,0
60.0,79.0,0.0,66918,0
68.0,114.0,0.0,52463,0
66.0,193.0,0.0,14104,0
64.0,158.0,0.0,17075,0
1110.0,1867.0,750.6870662,31386,0
76.0,77.0,0.0,74881,0
66.0,101.0,0.0,25210,0
76.0,150.0,0.0,21106,0
76.0,210.0,0.0,22043,0
66.0,91.0,0.0,71677,0
720.0,585.0,192.0670456,76668,0
720.0,584.0,191.7392616,3345,0
439.0,860.0,430.0,11983,0
438.0,860.0,430.0,18967,0
438.0,860.0,430.0,14047,0
429.0,1448.0,659.4708485,29285,0
438.0,859.0,429.5,9249,0
5068.0,1460.0,611.94121,81322,0
888.0,1400.0,695.1307046000002,49696,0
1513.0,1448.0,526.9220157,47420,0
855.0,1491.0,664.9591948,20377,0
1556.0,1448.0,458.37516060000013,67832,0
664.0,1448.0,509.9573745,73228,0
864.0,1770.0,664.6948403,60620,0
432.0,1806.0,544.5294882999998,35308,0
432.0,1770.0,510.9549882,32278,0
1087.0,1448.0,482.1123636,60544,0
702.0,2896.0,878.4684904999998,66454,0
1742.0,1448.0,472.7721438,56724,0
432.0,1448.0,445.8702352,33329,0
928.0,1448.0,521.2442603000002,59998,0
864.0,1774.0,624.2098852999999,44194,0
1105.0,1418.0,544.8141055,58045,0
1198.0,1448.0,653.2121715,70175,0
939.0,2969.0,848.0700667000001,63668,0
102.0,112.0,4.949747468,39971,0
68.0,165.0,0.0,63929,0
68.0,125.0,0.0,56246,0
8660.0,1448.0,510.4365778,35115,0
60.0,172.0,0.0,8944,0
60.0,172.0,0.0,64219,0
60.0,132.0,0.0,8476,0
64.0,76.0,0.0,80293,0
72.0,52.0,0.0,58965,0
60.0,132.0,0.0,74974,0
60.0,132.0,0.0,56533,0
88.0,112.0,0.0,10998,0
60.0,172.0,0.0,2264,0
8756.0,1448.0,510.4365778,35041,0
72.0,64.0,0.0,63521,0
49.0,6.0,0.0,31366,0
88.0,60.0,0.0,5992,0
88.0,60.0,0.0,75288,0
64.0,48.0,0.0,55806,0
437.0,859.0,429.5,17053,0
438.0,860.0,430.0,17026,0
438.0,860.0,430.0,16952,0
53.0,517.0,0.0,78782,0
618.0,1448.0,706.6980563999998,77220,0
618.0,1448.0,722.5803762,75374,0
618.0,1448.0,722.5803762,77296,0
351.0,1448.0,654.1834605,3660,0
90.0,180.0,24.74873734,27300,0
70.0,169.0,0.0,10873,0
517.0,1448.0,735.4455792,21406,0
43.0,6.0,0.0,23142,0
70.0,124.0,0.0,1100,0
3306.0,1448.0,607.2248947,33756,0
43.0,6.0,0.0,80909,0
1376.0,1418.0,408.5082796,40278,0
64.0,102.0,0.0,66285,0
64.0,98.0,0.0,69118,0
65.0,6.0,0.0,29113,0
0.0,6.0,0.0,72053,0
96.0,48.0,0.0,26464,0
12.0,6.0,0.0,17618,0
12.0,31.0,0.0,36613,0
12.0,6.0,0.0,51819,0
12.0,6.0,0.0,17793,0
96.0,48.0,0.0,26897,0
684.0,1460.0,612.4807117,7010,0
12.0,6.0,0.0,70511,0
12.0,6.0,0.0,52628,0
368.0,2920.0,713.5633769,54877,0
329.0,2028.0,1012.003953,64356,0
358.0,3323.0,1045.166489,48960,0
297.0,1386.0,691.0057887,66733,0
